tourney_date,tourney_id,tourney_name,surface,player_id,player_name,player_rank,player_ioc,round,opponent_id,opponent_name,opponent_rank,opponent_ioc,tourney_winner
20160321,2016-M007,Miami Masters,Hard,104545,John Isner,13,USA,R64,105065,Tim Smyczek,132,USA,no
20160404,2016-0717,Houston,Clay,104545,John Isner,15,USA,SF,106058,Jack Sock,25,USA,no
20160516,2016-0322,Geneva,Clay,104545,John Isner,17,USA,R16,104586,Lukas Rosol,68,CZE,no
20160523,2016-520,Roland Garros,Clay,104545,John Isner,17,USA,R16,104918,Andy Murray,2,GBR,no
20160613,2016-0311,London,Grass,104545,John Isner,17,USA,R16,104180,Gilles Muller,41,LUX,no
20160627,2016-540,Wimbledon,Grass,104545,John Isner,17,USA,R32,104542,Jo Wilfried Tsonga,12,FRA,no
20160718,2016-M035,Washington,Hard,104545,John Isner,16,USA,QF,105449,Steve Johnson,25,USA,no
20160725,2016-0421,Canada Masters,Hard,104545,John Isner,16,USA,R32,105992,Ryan Harrison,144,USA,no
20160801,2016-6116,Atlanta,Hard,104545,John Isner,17,USA,F,106401,Nick Kyrgios,18,AUS,no
20160815,2016-M024,Cincinnati Masters,Hard,104545,John Isner,22,USA,R32,105683,Milos Raonic,6,CAN,no
20160829,2016-560,Us Open,Hard,104545,John Isner,21,USA,R32,106378,Kyle Edmund,84,GBR,no
20161010,2016-5014,Shanghai Masters,Hard,104545,John Isner,26,USA,R64,100644,Alexander Zverev,21,GER,no
20161017,2016-0429,Stockholm,Hard,104545,John Isner,27,USA,R32,105223,Juan Martin Del Potro,63,ARG,no
20161024,2016-0337,Vienna,Hard,104545,John Isner,27,USA,QF,104918,Andy Murray,2,GBR,no
20161031,2016-0352,Paris Masters,Hard,104545,John Isner,27,USA,F,104918,Andy Murray,2,GBR,no
20160715,2016-M-DC-2016-WG-M-USA-CRO-01,Davis Cup WG QF: USA vs CRO,Hard,104545,John Isner,16,USA,RR,105227,Marin Cilic,12,CRO,no
20160215,2016-0499,Delray Beach,Hard,105223,Juan Martin Del Potro,1042,ARG,SF,105023,Sam Querrey,61,USA,no
20160307,2016-M006,Indian Wells Masters,Hard,105223,Juan Martin Del Potro,420,ARG,R64,104607,Tomas Berdych,7,CZE,no
20160321,2016-M007,Miami Masters,Hard,105223,Juan Martin Del Potro,366,ARG,R64,104547,Horacio Zeballos,112,ARG,no
20160425,2016-0308,Munich,Clay,105223,Juan Martin Del Potro,337,ARG,QF,104259,Philipp Kohlschreiber,27,GER,no
20160502,2016-M021,Madrid Masters,Clay,105223,Juan Martin Del Potro,274,ARG,R32,106058,Jack Sock,26,USA,no
20160606,2016-0321,Stuttgart,Grass,105223,Juan Martin Del Potro,223,ARG,SF,104259,Philipp Kohlschreiber,26,GER,no
20160613,2016-0311,London,Grass,105223,Juan Martin Del Potro,166,ARG,R32,104545,John Isner,17,USA,no
20160627,2016-540,Wimbledon,Grass,105223,Juan Martin Del Potro,165,ARG,R32,106298,Lucas Pouille,30,FRA,no
20160808,2016-O16,Olympics,Hard,105223,Juan Martin Del Potro,141,ARG,F,104918,Andy Murray,2,GBR,no
20160829,2016-560,Us Open,Hard,105223,Juan Martin Del Potro,142,ARG,QF,104527,Stanislas Wawrinka,3,SUI,no
20161010,2016-5014,Shanghai Masters,Hard,105223,Juan Martin Del Potro,63,ARG,R64,105676,David Goffin,12,BEL,no
20161024,2016-0328,Basel,Hard,105223,Juan Martin Del Potro,42,ARG,QF,105453,Kei Nishikori,5,JPN,no
20160104,2016-M020,Brisbane,Hard,105453,Kei Nishikori,8,JPN,QF,106071,Bernard Tomic,18,AUS,no
20160118,2016-580,Australian Open,Hard,105453,Kei Nishikori,7,JPN,QF,104925,Novak Djokovic,1,SRB,no
20160222,2016-M004,Acapulco,Hard,105453,Kei Nishikori,6,JPN,R16,105023,Sam Querrey,43,USA,no
20160307,2016-M006,Indian Wells Masters,Hard,105453,Kei Nishikori,6,JPN,QF,104745,Rafael Nadal,5,ESP,no
20160321,2016-M007,Miami Masters,Hard,105453,Kei Nishikori,6,JPN,F,104925,Novak Djokovic,1,SRB,no
20160418,2016-0425,Barcelona,Clay,105453,Kei Nishikori,6,JPN,F,104745,Rafael Nadal,5,ESP,no
20160502,2016-M021,Madrid Masters,Clay,105453,Kei Nishikori,6,JPN,SF,104925,Novak Djokovic,1,SRB,no
20160509,2016-M009,Rome Masters,Clay,105453,Kei Nishikori,6,JPN,SF,104925,Novak Djokovic,1,SRB,no
20160523,2016-520,Roland Garros,Clay,105453,Kei Nishikori,6,JPN,R16,104755,Richard Gasquet,12,FRA,no
20160613,2016-0500,Halle,Grass,105453,Kei Nishikori,6,JPN,R16,104252,Florian Mayer,192,GER,no
20160627,2016-540,Wimbledon,Grass,105453,Kei Nishikori,6,JPN,R16,105227,Marin Cilic,13,CRO,no
20160725,2016-0421,Canada Masters,Hard,105453,Kei Nishikori,6,JPN,F,104925,Novak Djokovic,1,SRB,no
20160808,2016-O16,Olympics,Hard,105453,Kei Nishikori,7,JPN,SF,104918,Andy Murray,2,GBR,no
20160815,2016-M024,Cincinnati Masters,Hard,105453,Kei Nishikori,7,JPN,R16,106071,Bernard Tomic,21,AUS,no
20160829,2016-560,Us Open,Hard,105453,Kei Nishikori,7,JPN,SF,104527,Stanislas Wawrinka,3,SUI,no
20161003,2016-0329,Tokyo,Hard,105453,Kei Nishikori,5,JPN,R16,105311,Joao Sousa,34,POR,no
20161024,2016-0328,Basel,Hard,105453,Kei Nishikori,5,JPN,F,105227,Marin Cilic,12,CRO,no
20161031,2016-0352,Paris Masters,Hard,105453,Kei Nishikori,4,JPN,R16,104542,Jo Wilfried Tsonga,13,FRA,no
20161114,2016-0605,London,Hard,105453,Kei Nishikori,5,JPN,SF,104925,Novak Djokovic,2,SRB,no
20161114,2016-0605,London,Hard,105453,Kei Nishikori,5,JPN,RR,104918,Andy Murray,1,GBR,no
20161114,2016-0605,London,Hard,105453,Kei Nishikori,5,JPN,RR,105227,Marin Cilic,7,CRO,no
20160304,2016-M-DC-2016-WG-M-GBR-JPN-01,Davis Cup WG R1: GBR vs JPN,Hard,105453,Kei Nishikori,6,JPN,RR,104918,Andy Murray,2,GBR,no
20160111,2016-0301,Auckland,Hard,104731,Kevin Anderson,12,RSA,QF,106058,Jack Sock,26,USA,no
20160118,2016-580,Australian Open,Hard,104731,Kevin Anderson,12,RSA,R128,104330,Rajeev Ram,93,USA,no
20160215,2016-0499,Delray Beach,Hard,104731,Kevin Anderson,14,RSA,R32,105572,Austin Krajicek,103,USA,no
20160502,2016-M021,Madrid Masters,Clay,104731,Kevin Anderson,19,RSA,R64,104792,Gael Monfils,15,FRA,no
20160509,2016-M009,Rome Masters,Clay,104731,Kevin Anderson,19,RSA,R32,104338,Juan Monaco,114,ARG,no
20160516,2016-6120,Nice,Clay,104731,Kevin Anderson,20,RSA,QF,105311,Joao Sousa,28,POR,no
20160523,2016-520,Roland Garros,Clay,104731,Kevin Anderson,20,RSA,R128,103565,Stephane Robert,90,FRA,no
20160613,2016-0311,London,Grass,104731,Kevin Anderson,20,RSA,R32,106071,Bernard Tomic,22,AUS,no
20160620,2016-0741,Nottingham,Grass,104731,Kevin Anderson,24,RSA,QF,105449,Steve Johnson,38,USA,no
20160627,2016-540,Wimbledon,Grass,104731,Kevin Anderson,25,RSA,R128,104797,Denis Istomin,116,UZB,no
20160718,2016-M035,Washington,Hard,104731,Kevin Anderson,33,RSA,R32,104291,Malek Jaziri,63,TUN,no
20160725,2016-0421,Canada Masters,Hard,104731,Kevin Anderson,34,RSA,QF,104527,Stanislas Wawrinka,5,SUI,no
20160801,2016-6116,Atlanta,Hard,104731,Kevin Anderson,28,RSA,R16,124187,Reilly Opelka,837,USA,no
20160815,2016-M024,Cincinnati Masters,Hard,104731,Kevin Anderson,24,RSA,R16,104918,Andy Murray,2,GBR,no
20160822,2016-6242,Winston-Salem,Hard,104731,Kevin Anderson,25,RSA,R32,106210,Jiri Vesely,48,CZE,no
20160829,2016-560,Us Open,Hard,104731,Kevin Anderson,35,RSA,R32,104542,Jo Wilfried Tsonga,11,FRA,no
20160926,2016-7581,Chengdu,Hard,104731,Kevin Anderson,45,RSA,QF,104678,Viktor Troicki,32,SRB,no
20161003,2016-0329,Tokyo,Hard,104731,Kevin Anderson,41,RSA,R32,106210,Jiri Vesely,52,CZE,no
20161010,2016-5014,Shanghai Masters,Hard,104731,Kevin Anderson,40,RSA,R32,104792,Gael Monfils,8,FRA,no
20161017,2016-0429,Stockholm,Hard,104731,Kevin Anderson,48,RSA,QF,105777,Grigor Dimitrov,18,BUL,no
20161024,2016-0337,Vienna,Hard,104731,Kevin Anderson,52,RSA,R32,104678,Viktor Troicki,28,SRB,no
20160104,2016-0451,Doha,Hard,106378,Kyle Edmund,102,GBR,QF,104607,Tomas Berdych,6,CZE,no
20160118,2016-580,Australian Open,Hard,106378,Kyle Edmund,88,GBR,R128,106000,Damir Dzumhur,81,BIH,no
20160307,2016-M006,Indian Wells Masters,Hard,106378,Kyle Edmund,82,GBR,R128,105550,Guido Pella,40,ARG,no
20160321,2016-M007,Miami Masters,Hard,106378,Kyle Edmund,87,GBR,R64,104925,Novak Djokovic,1,SRB,no
20160418,2016-0773,Bucharest,Clay,106378,Kyle Edmund,92,GBR,R16,104198,Guillermo Garcia Lopez,37,ESP,no
20160425,2016-7290,Estoril,Clay,106378,Kyle Edmund,89,GBR,R16,105332,Benoit Paire,21,FRA,no
20160516,2016-6120,Nice,Clay,106378,Kyle Edmund,84,GBR,R32,100644,Alexander Zverev,48,GER,no
20160523,2016-520,Roland Garros,Clay,106378,Kyle Edmund,82,GBR,R64,104545,John Isner,17,USA,no
20160613,2016-0311,London,Grass,106378,Kyle Edmund,85,GBR,QF,104918,Andy Murray,2,GBR,no
20160620,2016-0741,Nottingham,Grass,106378,Kyle Edmund,68,GBR,R32,105238,Alexandr Dolgopolov,32,UKR,no
20160627,2016-540,Wimbledon,Grass,106378,Kyle Edmund,68,GBR,R128,105173,Adrian Mannarino,55,FRA,no
20160725,2016-0421,Canada Masters,Hard,106378,Kyle Edmund,84,GBR,R64,105731,Steven Diez,192,CAN,no
20160808,2016-O16,Olympics,Hard,106378,Kyle Edmund,81,GBR,R32,106121,Taro Daniel,117,JPN,no
20160822,2016-6242,Winston-Salem,Hard,106378,Kyle Edmund,85,GBR,R32,104678,Viktor Troicki,35,SRB,no
20160829,2016-560,Us Open,Hard,106378,Kyle Edmund,84,GBR,R16,104925,Novak Djokovic,1,SRB,no
20161003,2016-M015,Beijing,Hard,106378,Kyle Edmund,54,GBR,QF,104918,Andy Murray,2,GBR,no
20161010,2016-5014,Shanghai Masters,Hard,106378,Kyle Edmund,48,GBR,R32,104527,Stanislas Wawrinka,3,SUI,no
20161017,2016-7485,Antwerp,Hard,106378,Kyle Edmund,43,GBR,SF,104755,Richard Gasquet,19,FRA,no
20161024,2016-0337,Vienna,Hard,106378,Kyle Edmund,40,GBR,R32,103970,David Ferrer,19,ESP,no
20160916,2016-M-DC-2016-WG-M-GBR-ARG-01,Davis Cup WG SF: GBR vs ARG,Hard,106378,Kyle Edmund,55,GBR,RR,105550,Guido Pella,49,ARG,no
20160104,2016-0451,Doha,Hard,104919,Leonardo Mayer,35,ARG,QF,104925,Novak Djokovic,1,SRB,no
20160111,2016-M001,Sydney,Hard,104919,Leonardo Mayer,35,ARG,R32,104559,Teymuraz Gabashvili,50,RUS,no
20160118,2016-580,Australian Open,Hard,104919,Leonardo Mayer,36,ARG,R128,106233,Dominic Thiem,20,AUT,no
20160208,2016-0506,Buenos Aires,Clay,104919,Leonardo Mayer,37,ARG,R16,104542,Jo Wilfried Tsonga,9,FRA,no
20160222,2016-0495,Dubai,Hard,104919,Leonardo Mayer,40,ARG,R32,105341,Thomas Fabbiano,144,ITA,no
20160307,2016-M006,Indian Wells Masters,Hard,104919,Leonardo Mayer,46,ARG,R32,105227,Marin Cilic,12,CRO,no
20160321,2016-M007,Miami Masters,Hard,104919,Leonardo Mayer,41,ARG,R128,106000,Damir Dzumhur,94,BIH,no
20160425,2016-7290,Estoril,Clay,104919,Leonardo Mayer,46,ARG,QF,104597,Nicolas Almagro,71,ESP,no
20160502,2016-M021,Madrid Masters,Clay,104919,Leonardo Mayer,42,ARG,R64,103852,Feliciano Lopez,23,ESP,no
20160509,2016-M009,Rome Masters,Clay,104919,Leonardo Mayer,49,ARG,R64,105676,David Goffin,13,BEL,no
20160516,2016-6120,Nice,Clay,104919,Leonardo Mayer,51,ARG,R16,106233,Dominic Thiem,15,AUT,no
20160523,2016-520,Roland Garros,Clay,104919,Leonardo Mayer,68,ARG,R128,104871,Jeremy Chardy,32,FRA,no
20160627,2016-540,Wimbledon,Grass,104919,Leonardo Mayer,90,ARG,R128,105385,Donald Young,69,USA,no
20160711,2016-0414,Hamburg,Clay,104919,Leonardo Mayer,109,ARG,R32,103565,Stephane Robert,83,FRA,no
20160718,2016-0439,Umag,Clay,104919,Leonardo Mayer,117,ARG,R16,105311,Joao Sousa,32,POR,no
20160104,2016-M020,Brisbane,Hard,106298,Lucas Pouille,78,FRA,QF,105683,Milos Raonic,14,CAN,no
20160118,2016-580,Australian Open,Hard,106298,Lucas Pouille,90,FRA,R128,105683,Milos Raonic,14,CAN,no
20160215,2016-0496,Marseille,Hard,106298,Lucas Pouille,91,FRA,R32,105723,Andrey Kuznetsov,54,RUS,no
20160222,2016-0495,Dubai,Hard,106298,Lucas Pouille,88,FRA,R32,105577,Vasek Pospisil,45,CAN,no
20160307,2016-M006,Indian Wells Masters,Hard,106298,Lucas Pouille,87,FRA,R128,106432,Borna Coric,47,CRO,no
20160321,2016-M007,Miami Masters,Hard,106298,Lucas Pouille,88,FRA,R16,104468,Gilles Simon,19,FRA,no
20160411,2016-0410,Monte Carlo Masters,Clay,106298,Lucas Pouille,82,FRA,R16,104542,Jo Wilfried Tsonga,9,FRA,no
20160418,2016-0773,Bucharest,Clay,106298,Lucas Pouille,72,FRA,F,104269,Fernando Verdasco,86,ESP,no
20160502,2016-M021,Madrid Masters,Clay,106298,Lucas Pouille,58,FRA,R32,105023,Sam Querrey,37,USA,no
20160509,2016-M009,Rome Masters,Clay,106298,Lucas Pouille,52,FRA,SF,104918,Andy Murray,3,GBR,no
20160523,2016-520,Roland Garros,Clay,106298,Lucas Pouille,31,FRA,R64,105413,Andrej Martin,133,SVK,no
20160606,2016-0321,Stuttgart,Grass,106298,Lucas Pouille,29,FRA,R32,105357,John Millman,66,AUS,no
20160613,2016-0500,Halle,Grass,106298,Lucas Pouille,29,FRA,R32,105453,Kei Nishikori,6,JPN,no
20160627,2016-540,Wimbledon,Grass,106298,Lucas Pouille,30,FRA,QF,104607,Tomas Berdych,9,CZE,no
20160725,2016-0421,Canada Masters,Hard,106298,Lucas Pouille,23,FRA,R32,104330,Rajeev Ram,118,USA,no
20160815,2016-M024,Cincinnati Masters,Hard,106298,Lucas Pouille,26,FRA,R64,106401,Nick Kyrgios,16,AUS,no
20160829,2016-560,Us Open,Hard,106298,Lucas Pouille,25,FRA,QF,104792,Gael Monfils,12,FRA,no
20161003,2016-M015,Beijing,Hard,106298,Lucas Pouille,16,FRA,R16,105777,Grigor Dimitrov,20,BUL,no
20161010,2016-5014,Shanghai Masters,Hard,106298,Lucas Pouille,16,FRA,R16,104918,Andy Murray,2,GBR,no
20161024,2016-0337,Vienna,Hard,106298,Lucas Pouille,17,FRA,R32,103852,Feliciano Lopez,30,ESP,no
20161031,2016-0352,Paris Masters,Hard,106298,Lucas Pouille,17,FRA,R16,104918,Andy Murray,2,GBR,no
20160916,2016-M-DC-2016-WG-M-FRA-CRO-01,Davis Cup WG SF: FRA vs CRO,Hard,106298,Lucas Pouille,18,FRA,RR,105227,Marin Cilic,11,CRO,no
20160104,2016-0891,Chennai,Hard,104586,Lukas Rosol,55,CZE,R16,105332,Benoit Paire,19,FRA,no
20160111,2016-0301,Auckland,Hard,104586,Lukas Rosol,54,CZE,QF,103970,David Ferrer,8,ESP,no
20160118,2016-580,Australian Open,Hard,104586,Lukas Rosol,51,CZE,R32,104527,Stanislas Wawrinka,4,SUI,no
20160201,2016-7434,Sofia,Hard,104586,Lukas Rosol,46,CZE,R16,105373,Martin Klizan,44,SVK,no
20160208,2016-0407,Rotterdam,Hard,104586,Lukas Rosol,47,CZE,R32,106210,Jiri Vesely,51,CZE,no
20160222,2016-0495,Dubai,Hard,104586,Lukas Rosol,51,CZE,R16,103852,Feliciano Lopez,24,ESP,no
20160307,2016-M006,Indian Wells Masters,Hard,104586,Lukas Rosol,50,CZE,R128,105173,Adrian Mannarino,60,FRA,no
20160321,2016-M007,Miami Masters,Hard,104586,Lukas Rosol,58,CZE,R128,105732,Pierre Hugues Herbert,107,FRA,no
20160411,2016-0410,Monte Carlo Masters,Clay,104586,Lukas Rosol,61,CZE,R64,105379,Aljaz Bedene,60,GBR,no
20160418,2016-0773,Bucharest,Clay,104586,Lukas Rosol,61,CZE,R32,106378,Kyle Edmund,92,GBR,no
20160425,2016-0308,Munich,Clay,104586,Lukas Rosol,65,CZE,R16,100644,Alexander Zverev,49,GER,no
20160516,2016-0322,Geneva,Clay,104586,Lukas Rosol,68,CZE,SF,104527,Stanislas Wawrinka,4,SUI,no
20160523,2016-520,Roland Garros,Clay,104586,Lukas Rosol,59,CZE,R128,104527,Stanislas Wawrinka,4,SUI,no
20160620,2016-0741,Nottingham,Grass,104586,Lukas Rosol,75,CZE,R64,106378,Kyle Edmund,68,GBR,no
20160627,2016-540,Wimbledon,Grass,104586,Lukas Rosol,73,CZE,R128,105023,Sam Querrey,41,USA,no
20160718,2016-0319,Kitzbuhel,Clay,104586,Lukas Rosol,79,CZE,R32,105932,Nikoloz Basilashvili,123,RUS,no
20160808,2016-O16,Olympics,Hard,104586,Lukas Rosol,79,CZE,R64,105332,Benoit Paire,32,FRA,no
20160822,2016-6242,Winston-Salem,Hard,104586,Lukas Rosol,82,CZE,R32,105449,Steve Johnson,21,USA,no
20160829,2016-560,Us Open,Hard,104586,Lukas Rosol,81,CZE,R128,104918,Andy Murray,2,GBR,no
20160926,2016-6967,Shenzhen,Hard,104586,Lukas Rosol,85,CZE,R32,105062,Mikhail Kukushkin,80,KAZ,no
20160919,2016-0568,St.Petersburg,Hard,104586,Lukas Rosol,85,CZE,R16,104527,Stanislas Wawrinka,3,SUI,no
20161010,2016-5014,Shanghai Masters,Hard,104586,Lukas Rosol,94,CZE,R64,104678,Viktor Troicki,31,SRB,no
20161017,2016-M014,Moscow,Hard,104586,Lukas Rosol,93,CZE,R16,103565,Stephane Robert,52,FRA,no
20160304,2016-M-DC-2016-WG-M-GER-CZE-01,Davis Cup WG R1: GER vs CZE,Hard,104586,Lukas Rosol,50,CZE,RR,104259,Philipp Kohlschreiber,30,GER,no
20160104,2016-0451,Doha,Hard,104291,Malek Jaziri,103,TUN,R32,104269,Fernando Verdasco,49,ESP,no
20160118,2016-580,Australian Open,Hard,104291,Malek Jaziri,104,TUN,R128,103990,Tommy Robredo,42,ESP,no
20160201,2016-7434,Sofia,Hard,104291,Malek Jaziri,122,TUN,R32,104180,Gilles Muller,42,LUX,no
20160208,2016-0402,Memphis,Hard,104291,Malek Jaziri,120,TUN,R32,104719,Marcel Granollers,98,ESP,no
20160215,2016-0499,Delray Beach,Hard,104291,Malek Jaziri,123,TUN,R32,105173,Adrian Mannarino,49,FRA,no
20160222,2016-0495,Dubai,Hard,104291,Malek Jaziri,121,TUN,R16,104925,Novak Djokovic,1,SRB,no
20160418,2016-0425,Barcelona,Clay,104291,Malek Jaziri,76,TUN,QF,105332,Benoit Paire,22,FRA,no
20160425,2016-0308,Munich,Clay,104291,Malek Jaziri,64,TUN,R32,100644,Alexander Zverev,49,GER,no
20160523,2016-520,Roland Garros,Clay,104291,Malek Jaziri,72,TUN,R64,104607,Tomas Berdych,8,CZE,no
20160606,2016-0321,Stuttgart,Grass,104291,Malek Jaziri,63,TUN,R32,103582,Michael Berrer,121,GER,no
20160613,2016-0500,Halle,Grass,104291,Malek Jaziri,64,TUN,R16,103819,Roger Federer,3,SUI,no
20160620,2016-0741,Nottingham,Grass,104291,Malek Jaziri,60,TUN,R32,104312,Andreas Seppi,57,ITA,no
20160627,2016-540,Wimbledon,Grass,104291,Malek Jaziri,60,TUN,R128,105449,Steve Johnson,29,USA,no
20160718,2016-M035,Washington,Hard,104291,Malek Jaziri,63,TUN,R16,100644,Alexander Zverev,27,GER,no
20160808,2016-O16,Olympics,Hard,104291,Malek Jaziri,59,TUN,R64,104542,Jo Wilfried Tsonga,9,FRA,no
20160815,2016-M024,Cincinnati Masters,Hard,104291,Malek Jaziri,62,TUN,R64,105357,John Millman,91,AUS,no
20160822,2016-6242,Winston-Salem,Hard,104291,Malek Jaziri,53,TUN,R32,104655,Pablo Cuevas,20,URU,no
20160829,2016-560,Us Open,Hard,104291,Malek Jaziri,68,TUN,R128,105575,Ricardas Berankis,89,LTU,no
20160919,2016-0341,Metz,Hard,104291,Malek Jaziri,55,TUN,QF,104468,Gilles Simon,28,FRA,no
20160926,2016-6967,Shenzhen,Hard,104291,Malek Jaziri,55,TUN,QF,104386,Janko Tipsarevic,224,SRB,no
20161003,2016-M015,Beijing,Hard,104291,Malek Jaziri,50,TUN,R16,105683,Milos Raonic,6,CAN,no
20161017,2016-0429,Stockholm,Hard,104291,Malek Jaziri,57,TUN,R32,106058,Jack Sock,23,USA,no
20160304,2016-M-DC-2016-G2-EPA-M-BIH-TUN-01,Davis Cup G2 R1: BIH vs TUN,Carpet,104291,Malek Jaziri,107,TUN,RR,105806,Mirza Basic,133,BIH,no
20160104,2016-0891,Chennai,Hard,104719,Marcel Granollers,84,ESP,R32,106432,Borna Coric,44,CRO,no
20160118,2016-580,Australian Open,Hard,104719,Marcel Granollers,80,ESP,R64,104545,John Isner,11,USA,no
20160201,2016-7161,Quito,Clay,104719,Marcel Granollers,83,ESP,R32,105413,Andrej Martin,141,SVK,no
20160208,2016-0402,Memphis,Hard,104719,Marcel Granollers,98,ESP,R16,105385,Donald Young,48,USA,no
20160215,2016-0499,Delray Beach,Hard,104719,Marcel Granollers,96,ESP,R32,105011,Illya Marchenko,86,UKR,no
20160222,2016-0533,Sao Paulo,Clay,104719,Marcel Granollers,93,ESP,R32,105438,Inigo Cervantes Huegun,65,ESP,no
20160307,2016-M006,Indian Wells Masters,Hard,104719,Marcel Granollers,92,ESP,R64,104918,Andy Murray,2,GBR,no
20160321,2016-M007,Miami Masters,Hard,104719,Marcel Granollers,73,ESP,R64,105676,David Goffin,15,BEL,no
20160411,2016-0410,Monte Carlo Masters,Clay,104719,Marcel Granollers,67,ESP,QF,104792,Gael Monfils,16,FRA,no
20160418,2016-0425,Barcelona,Clay,104719,Marcel Granollers,50,ESP,R32,104745,Rafael Nadal,5,ESP,no
20160425,2016-7163,Istanbul,Clay,104719,Marcel Granollers,54,ESP,QF,103333,Ivo Karlovic,31,CRO,no
20160502,2016-M021,Madrid Masters,Clay,104719,Marcel Granollers,53,ESP,R32,105311,Joao Sousa,35,POR,no
20160516,2016-6120,Nice,Clay,104719,Marcel Granollers,58,ESP,R16,100644,Alexander Zverev,48,GER,no
20160523,2016-520,Roland Garros,Clay,104719,Marcel Granollers,56,ESP,R16,106233,Dominic Thiem,15,AUT,no
20160613,2016-0500,Halle,Grass,104719,Marcel Granollers,45,ESP,R32,104259,Philipp Kohlschreiber,25,GER,no
20160627,2016-540,Wimbledon,Grass,104719,Marcel Granollers,43,ESP,R64,104755,Richard Gasquet,10,FRA,no
20160711,2016-0316,Bastad,Clay,104719,Marcel Granollers,45,ESP,R16,105487,Facundo Bagnis,93,ARG,no
20160718,2016-0319,Kitzbuhel,Clay,104719,Marcel Granollers,46,ESP,R16,106361,Adam Pavlasek,116,CZE,no
20160808,2016-7480,Los Cabos,Hard,104719,Marcel Granollers,47,ESP,QF,103333,Ivo Karlovic,24,CRO,no
20160815,2016-M024,Cincinnati Masters,Hard,104719,Marcel Granollers,46,ESP,R32,104607,Tomas Berdych,8,CZE,no
20160829,2016-560,Us Open,Hard,104719,Marcel Granollers,45,ESP,R64,104918,Andy Murray,2,GBR,no
20161003,2016-0329,Tokyo,Hard,104719,Marcel Granollers,44,ESP,R32,104571,Marcos Baghdatis,35,CYP,no
20161010,2016-5014,Shanghai Masters,Hard,104719,Marcel Granollers,43,ESP,R16,104999,Mischa Zverev,110,GER,no
20161017,2016-M014,Moscow,Hard,104719,Marcel Granollers,39,ESP,R32,103565,Stephane Robert,52,FRA,no
20161024,2016-0328,Basel,Hard,104719,Marcel Granollers,39,ESP,QF,105227,Marin Cilic,12,CRO,no
20160118,2016-580,Australian Open,Hard,104571,Marcos Baghdatis,46,CYP,R128,104542,Jo Wilfried Tsonga,10,FRA,no
20160201,2016-0375,Montpellier,Hard,104571,Marcos Baghdatis,53,CYP,QF,104755,Richard Gasquet,10,FRA,no
20160208,2016-0407,Rotterdam,Hard,104571,Marcos Baghdatis,61,CYP,R16,105373,Martin Klizan,43,SVK,no
20160222,2016-0495,Dubai,Hard,104571,Marcos Baghdatis,57,CYP,F,104527,Stanislas Wawrinka,4,SUI,no
20160321,2016-M007,Miami Masters,Hard,104571,Marcos Baghdatis,40,CYP,R64,106401,Nick Kyrgios,26,AUS,no
20160404,2016-0717,Houston,Clay,104571,Marcos Baghdatis,39,CYP,QF,106058,Jack Sock,25,USA,no
20160418,2016-0773,Bucharest,Clay,104571,Marcos Baghdatis,39,CYP,R32,106065,Marco Cecchinato,99,ITA,no
20160502,2016-M021,Madrid Masters,Clay,104571,Marcos Baghdatis,38,CYP,R64,104468,Gilles Simon,18,FRA,no
20160523,2016-520,Roland Garros,Clay,104571,Marcos Baghdatis,39,CYP,R64,104542,Jo Wilfried Tsonga,7,FRA,no
20160606,2016-0321,Stuttgart,Grass,104571,Marcos Baghdatis,41,CYP,R32,105526,Jan Lennard Struff,89,GER,no
20160613,2016-0500,Halle,Grass,104571,Marcos Baghdatis,42,CYP,QF,100644,Alexander Zverev,38,GER,no
20160620,2016-0741,Nottingham,Grass,104571,Marcos Baghdatis,40,CYP,QF,104655,Pablo Cuevas,25,URU,no
20160627,2016-540,Wimbledon,Grass,104571,Marcos Baghdatis,40,CYP,R128,104545,John Isner,17,USA,no
20160711,2016-0315,Newport,Grass,104571,Marcos Baghdatis,43,CYP,SF,103333,Ivo Karlovic,38,CRO,no
20160718,2016-M035,Washington,Hard,104571,Marcos Baghdatis,41,CYP,R16,104545,John Isner,16,USA,no
20160815,2016-M024,Cincinnati Masters,Hard,104571,Marcos Baghdatis,44,CYP,R32,104792,Gael Monfils,11,FRA,no
20160822,2016-6242,Winston-Salem,Hard,104571,Marcos Baghdatis,44,CYP,R16,105138,Roberto Bautista Agut,17,ESP,no
20160829,2016-560,Us Open,Hard,104571,Marcos Baghdatis,44,CYP,R16,104792,Gael Monfils,12,FRA,no
20160926,2016-7581,Chengdu,Hard,104571,Marcos Baghdatis,36,CYP,R16,104678,Viktor Troicki,32,SRB,no
20161003,2016-0329,Tokyo,Hard,104571,Marcos Baghdatis,35,CYP,R16,104180,Gilles Muller,36,LUX,no
20161017,2016-0429,Stockholm,Hard,104571,Marcos Baghdatis,35,CYP,R32,104731,Kevin Anderson,48,RSA,no
20161024,2016-0328,Basel,Hard,104571,Marcos Baghdatis,36,CYP,R32,105676,David Goffin,11,BEL,no
20161031,2016-0352,Paris Masters,Hard,104571,Marcos Baghdatis,37,CYP,R32,105777,Grigor Dimitrov,18,BUL,no
20160104,2016-M020,Brisbane,Hard,105227,Marin Cilic,13,CRO,QF,106233,Dominic Thiem,20,AUT,no
20160118,2016-580,Australian Open,Hard,105227,Marin Cilic,13,CRO,R32,105138,Roberto Bautista Agut,21,ESP,no
